Ni,Nh1,Nh2,No,act_f,n_epochs,batchsize,lr,decay,lr_final,reg_type,alpha_reg,patience,train_loss,val_loss
1,44,44,1,ReLU,5000,1,0.0037274430949230395,True,0.0005,L1,0.005380030276799398,400,1.246780911146145,1.243245217664504
1,47,47,1,sig,5000,1,0.004239958229757618,True,0.0005,L2,0.008228192596991982,400,1.5585513136382996,1.6777300111965405
1,45,45,1,ReLU,5000,1,0.002832864867614469,True,0.0005,None,0.0011874376502676793,400,1.0728083024452129,1.2745905535244253
1,35,35,1,sig,5000,1,0.0054041542950794075,True,0.0005,L1,0.007726771748265926,400,3.607307249328662,3.583239607362673
1,38,38,1,sig,5000,1,0.009344557693646147,True,0.0005,L1,0.00916558586003955,400,3.6751753323694394,3.577636111517105
1,32,32,1,leaky ReLU,5000,1,0.002896548041834585,True,0.0005,L2,0.006721146744195234,400,1.0741116418699155,1.2480118992926381
1,79,79,1,ReLU,5000,1,0.0017826294378855655,True,0.0005,L2,0.004320754064661231,400,1.1241584443335597,1.3036157746280437
1,73,73,1,sig,5000,1,0.003247811502213247,True,0.0005,L1,0.009142897924798714,400,3.5881187605587774,3.5789732635102034
1,16,16,1,sig,5000,1,0.0015893925609077103,True,0.0005,None,0.007509162991151991,400,1.3312165468345947,1.3736767119705813
1,38,38,1,sig,5000,1,0.005464230769240282,True,0.0005,L1,0.008970214254654198,400,3.5988468291290183,3.5787218383885113
1,78,78,1,ReLU,5000,1,0.001541867391223514,True,0.0005,None,0.002711996489795053,400,1.1438410937589738,1.3240560743339103
1,14,14,1,ReLU,5000,1,0.00216724176663838,True,0.0005,L1,0.007228546699565767,400,1.1412437597893192,1.2581293847338324
1,97,97,1,leaky ReLU,5000,1,0.004485368122688325,True,0.0005,L1,0.007401981445357333,400,1.5026776811109677,1.4254426466128345
1,19,19,1,ReLU,5000,1,0.00896228532563988,True,0.0005,None,0.006487398802066531,400,4.828198089241993,7.616402036215028
1,18,18,1,sig,5000,1,0.009549745465172621,True,0.0005,L2,0.002261813240629771,400,1.402717779769173,1.4120778112060381
1,86,86,1,leaky ReLU,5000,1,0.003349821102288515,True,0.0005,None,0.0033221390903934514,400,0.9553105375925652,1.2769593706123326
1,18,18,1,leaky ReLU,5000,1,0.0051383051253444025,True,0.0005,None,0.0032816128277091345,400,1.1594066545279103,1.265585703747285
1,72,72,1,leaky ReLU,5000,1,0.007392186083764319,True,0.0005,None,0.003070303547373137,400,1.7889332802910034,1.5870811129484967
1,71,71,1,sig,5000,1,0.0036105965241567165,True,0.0005,L2,0.0028257039092697083,400,1.3989939669603828,1.4816825350411604
1,17,17,1,sig,5000,1,0.007917423682939358,True,0.0005,L1,0.008088515215901721,400,3.4000711266337387,3.094539525323392
1,56,56,1,sig,5000,1,0.002220078921987418,True,0.0005,L1,0.007955698355663331,400,3.065054282367621,3.061959762740666
1,90,90,1,ReLU,5000,1,0.00708109729243213,True,0.0005,L1,0.0021334022060794213,400,2.5915400758617944,1.7046609152867478
1,40,40,1,sig,5000,1,0.005047591745315101,True,0.0005,L2,0.002764021735353217,400,1.37031349786979,1.4500489284076477
1,94,94,1,ReLU,5000,1,0.004876950060323126,True,0.0005,L2,0.006795273101144571,400,1.1385945930207022,1.2709707691049486
1,22,22,1,ReLU,5000,1,0.002801197867775259,True,0.0005,L1,0.009948910455047689,400,1.1878298347307616,1.1876843811251059
1,14,14,1,ReLU,5000,1,0.002913488763449699,True,0.0005,L1,0.009485339823891884,400,1.1999628195712186,1.2348150917740814
1,60,60,1,ReLU,5000,1,0.0014892974488982154,True,0.0005,L1,0.004602216352532562,400,1.1349601431743823,1.3288185829528318
1,91,91,1,sig,5000,1,0.0037511458118862093,True,0.0005,L2,0.009529401338985149,400,1.685076813742274,1.817588094123345
1,71,71,1,leaky ReLU,5000,1,0.0035154987705604767,True,0.0005,L2,0.009362048561799542,400,1.13366047774774,1.275772227510568
1,30,30,1,ReLU,5000,1,0.007876676415951484,True,0.0005,L1,0.0024631908979867454,400,2.5731363909382443,2.6662848082677266
1,13,13,1,sig,5000,1,0.0028040629432473955,True,0.0005,L2,0.004803603937974895,400,1.41306904342489,1.5214059780457347
1,77,77,1,sig,5000,1,0.004407435868587313,True,0.0005,None,0.0031428551830507594,400,1.2457004088969503,1.3350521041351917
1,44,44,1,sig,5000,1,0.005521082555151033,True,0.0005,None,0.0011669751996523565,400,1.2955317488632692,1.342810371825026
1,56,56,1,ReLU,5000,1,0.0027219145723106058,True,0.0005,L1,0.007560338823243074,400,1.2230489809944716,1.3407013877906175
1,18,18,1,ReLU,5000,1,0.009056886591587394,True,0.0005,L2,0.008581237558820013,400,3.8543563786207193,3.4272304427820517
1,45,45,1,ReLU,5000,1,0.0038828750060162544,True,0.0005,L1,0.0019948922223896604,400,1.0652312059872124,1.333597738253825
1,65,65,1,leaky ReLU,5000,1,0.006824564085140542,True,0.0005,None,0.00739640786673954,400,1.5857551909098253,1.523656898691689
1,54,54,1,leaky ReLU,5000,1,0.004974933467418601,True,0.0005,None,0.006031927572150671,400,1.0107985150237706,1.1993719767538162
1,34,34,1,leaky ReLU,5000,1,0.007374795639187749,True,0.0005,L2,0.002048967465875991,400,1.3512328753255562,1.308573932646686
1,95,95,1,sig,5000,1,0.007285187670608182,True,0.0005,L2,0.005842728219271592,400,1.4992383700192418,1.5970900198317426
1,11,11,1,ReLU,5000,1,0.003889838943669107,True,0.0005,L1,0.0016364076503243786,400,1.2942269786200247,1.4809452079736594
1,25,25,1,sig,5000,1,0.006386066759685647,True,0.0005,L2,0.009506492351032608,400,1.5556868525190133,1.6208660870005702
1,31,31,1,leaky ReLU,5000,1,0.00933523930892632,True,0.0005,L1,0.008263453273782218,400,4.559975560741946,2.227298474726955
1,90,90,1,ReLU,5000,1,0.009845360880572425,True,0.0005,L1,0.008296567279073932,400,4.60813201956958,3.9243907186715274
1,16,16,1,leaky ReLU,5000,1,0.00986450708337568,True,0.0005,L2,0.005319963021786971,400,2.463991536349049,2.4368031391017766
1,44,44,1,ReLU,5000,1,0.004086431490662755,True,0.0005,None,0.006926284514873729,400,1.0287142487517604,1.3005280269557393
1,93,93,1,leaky ReLU,5000,1,0.003276327693107299,True,0.0005,L1,0.001731163771892802,400,1.1007664354611257,1.3295055643203235
1,24,24,1,leaky ReLU,5000,1,0.0059330414891032544,True,0.0005,L2,0.008979415426095837,400,1.248776693309418,1.3331824746395202
1,13,13,1,sig,5000,1,0.008735308741310371,True,0.0005,None,0.008686106259415759,400,1.420228747222224,1.4227143006477634
1,95,95,1,leaky ReLU,5000,1,0.004651557429414196,True,0.0005,L2,0.001209195687038199,400,1.0188866165957648,1.1910830815341984
1,62,62,1,ReLU,5000,1,0.004930729679736853,True,0.0005,None,0.0029804227761189854,400,1.199774329390355,1.266744132222627
1,83,83,1,sig,5000,1,0.006292516557256964,True,0.0005,L1,0.005922255307417302,400,3.607767944272691,3.587326026846443
1,76,76,1,sig,5000,1,0.00992693989503532,True,0.0005,L2,0.009200710639351451,400,1.628088316988019,1.6913066789565008
1,78,78,1,leaky ReLU,5000,1,0.0038928303294702283,True,0.0005,L2,0.008627112839464567,400,1.1025095570445196,1.2637483472694977
1,45,45,1,ReLU,5000,1,0.006180183058852962,True,0.0005,L1,0.006446292719024507,400,1.4373950768690538,1.2729558333787665
1,73,73,1,sig,5000,1,0.005958456023492809,True,0.0005,L2,0.0014679459715129521,400,1.3329181298522756,1.4045875170155158
1,70,70,1,ReLU,5000,1,0.005054591472482452,True,0.0005,L1,0.0021096287189670206,400,1.2759818846856594,1.2341307015121088
1,73,73,1,leaky ReLU,5000,1,0.0021745531242166405,True,0.0005,L2,0.009796263129944412,400,1.261131283116365,1.4347626167474758
1,52,52,1,leaky ReLU,5000,1,0.0012066619439509412,True,0.0005,L1,0.007287786130638526,400,1.2198769995383532,1.4582547078404482
1,11,11,1,ReLU,5000,1,0.00230734026619439,True,0.0005,None,0.005189548773946929,400,1.2681565089026883,1.4924141081823175
1,6,6,1,sig,5000,1,0.00232262728058008,True,0.0005,None,0.008025344763051476,400,2.5564442089203703,2.251945547436307
1,36,36,1,leaky ReLU,5000,1,0.0019187267792187788,True,0.0005,L1,0.005444847422342515,400,1.1930141522430115,1.402753624074406
1,39,39,1,ReLU,5000,1,0.007984526284668525,True,0.0005,None,0.0041475149400903594,400,10.828949042837138,7.056289484162091
1,90,90,1,ReLU,5000,1,0.008442716935860243,True,0.0005,L2,0.0030872876106167253,400,2.699490817140114,3.6218401627031547
1,34,34,1,leaky ReLU,5000,1,0.005133485474559332,True,0.0005,L1,0.007058761219356326,400,1.3780919899205237,1.2332685177307663
1,90,90,1,sig,5000,1,0.005730302679665089,True,0.0005,L1,0.004454873086361478,400,3.5800032630232357,3.567671341243655
1,35,35,1,ReLU,5000,1,0.008994461144274619,True,0.0005,L1,0.008492402432376957,400,4.53274661472379,3.224842853448513
1,66,66,1,leaky ReLU,5000,1,0.00781210258733533,True,0.0005,L2,0.008506400030572035,400,4.388357458400271,2.9444693253133214
1,76,76,1,ReLU,5000,1,0.0077990174167895275,True,0.0005,L1,0.003296740576426689,400,1.4255637546175284,1.4055603314348974
1,98,98,1,ReLU,5000,1,0.003906365231804406,True,0.0005,L2,0.007956855735389458,400,1.090188019457472,1.2797752841637793
1,71,71,1,ReLU,5000,1,0.009912165456669727,True,0.0005,L1,0.007212040799349523,400,4.660341879597434,3.1272877915434854
1,26,26,1,sig,5000,1,0.008783511789460102,True,0.0005,None,0.002276601674654358,400,1.2695212869259531,1.3378883637910226
1,23,23,1,ReLU,5000,1,0.004346008807600843,True,0.0005,None,0.004346122063108188,400,0.9788033390851534,1.256919232492369
1,86,86,1,leaky ReLU,5000,1,0.004969710105186069,True,0.0005,L1,0.0021517723143123554,400,1.2482093884180478,1.2726343521881576
1,32,32,1,leaky ReLU,5000,1,0.002622557024051309,True,0.0005,None,0.0023412987727314625,400,1.0902043309505682,1.3445261194944276
1,18,18,1,leaky ReLU,5000,1,0.00304114494933837,True,0.0005,L1,0.0047147293574225525,400,1.2093087165901668,1.18033780152144
1,72,72,1,leaky ReLU,5000,1,0.004192706466319928,True,0.0005,L2,0.009450339223833582,400,1.1433724791446471,1.2850472677477383
1,36,36,1,leaky ReLU,5000,1,0.0012485116120543945,True,0.0005,L1,0.006980517929603586,400,1.106399020927109,1.275057959677419
1,35,35,1,leaky ReLU,5000,1,0.008370527432228572,True,0.0005,None,0.004867202143526151,400,1.6481584315524855,1.2120519997678119
1,11,11,1,leaky ReLU,5000,1,0.006757876815381626,True,0.0005,L2,0.009643385345565674,400,1.8205904430804343,1.7193009254129192
1,92,92,1,sig,5000,1,0.005381720889694322,True,0.0005,L1,0.007675389149188147,400,3.602957462278645,3.581331251168308
1,24,24,1,sig,5000,1,0.002692323336325444,True,0.0005,L1,0.00524864764159261,400,1.4715219261346606,1.4750282582132626
1,70,70,1,ReLU,5000,1,0.0017654626846437642,True,0.0005,L2,0.0041810798141620215,400,1.1605329177599375,1.357735018686185
1,49,49,1,sig,5000,1,0.004397390303897348,True,0.0005,L1,0.0014593350656356727,400,1.2891400515974283,1.4631059931922503
1,48,48,1,leaky ReLU,5000,1,0.002797672216567729,True,0.0005,L1,0.00864204616424122,400,1.2542110279780805,1.3089656438276438
1,46,46,1,ReLU,5000,1,0.003746754399801763,True,0.0005,L2,0.007612343893895532,400,1.197452057763413,1.3776585632505016
1,12,12,1,leaky ReLU,5000,1,0.00735604194836679,True,0.0005,L1,0.005023660762415736,400,1.2661711878685458,1.3951828238698636
1,87,87,1,leaky ReLU,5000,1,0.005449936271847162,True,0.0005,L1,0.0051826471098080674,400,1.3672696770605153,1.3078264415177407
1,91,91,1,ReLU,5000,1,0.006343239368491381,True,0.0005,L1,0.0075099130246832155,400,1.5393060921323118,1.367151408107073
1,50,50,1,sig,5000,1,0.008965413730929992,True,0.0005,None,0.005365521479593194,400,1.2491088091028917,1.2768319503752796
1,53,53,1,sig,5000,1,0.005835231369518906,True,0.0005,L1,0.007497408819356135,400,3.6119715850922622,3.589217723800491
1,70,70,1,ReLU,5000,1,0.008738928476992126,True,0.0005,L1,0.0027578096699729087,400,2.973491121423077,3.085112257889845
1,17,17,1,leaky ReLU,5000,1,0.008163516314509008,True,0.0005,L2,0.003471869055821289,400,1.5279127260376317,1.4403891678488463
1,56,56,1,leaky ReLU,5000,1,0.009096049661953508,True,0.0005,L1,0.0012612351947517667,400,1.6618220638570491,1.5089917243058266
1,96,96,1,ReLU,5000,1,0.008025233060928796,True,0.0005,L2,0.009287460386805245,400,2.4013462303967756,2.4255905707665972
1,95,95,1,leaky ReLU,5000,1,0.008259746461746105,True,0.0005,None,0.0023399085859593625,400,1.0995012281705547,1.3421071629918828
1,50,50,1,leaky ReLU,5000,1,0.0050383037735090026,True,0.0005,L2,0.005175343011989688,400,1.1384848486259065,1.2835667091804583
1,84,84,1,sig,5000,1,0.009145538850734023,True,0.0005,L1,0.0035736223167829855,400,3.5985998740793894,3.565626900717353
1,59,59,1,leaky ReLU,5000,1,0.005262756862753952,True,0.0005,L1,0.00392156697389899,400,1.28020491435187,1.3303754703211776
1,92,92,1,sig,5000,1,0.0037385422152304117,True,0.0005,L2,0.00962322553056465,400,1.697428801001084,1.8288064391808732
1,73,73,1,ReLU,5000,1,0.0048320645481771275,True,0.0005,L2,0.009567776986582174,400,1.2952695104821284,1.402848600012654
1,92,92,1,ReLU,5000,1,0.004635822074868206,True,0.0005,L1,0.001837485462520313,400,1.104976012614106,1.2576827035397034
1,16,16,1,sig,5000,1,0.0024975570720586864,True,0.0005,L2,0.007088088151065187,400,1.4517555711971282,1.5834870282447142
1,11,11,1,sig,5000,1,0.005977100714787402,True,0.0005,L1,0.0020173997949241894,400,2.57263787715756,2.250228491499456
1,17,17,1,sig,5000,1,0.005861417638159526,True,0.0005,L2,0.001570633813740258,400,1.3607846225076496,1.3942181898950925
1,92,92,1,sig,5000,1,0.008654333387259204,True,0.0005,L2,0.0046956742666070745,400,1.459381264640943,1.5221341748363004
1,55,55,1,sig,5000,1,0.007378033877280827,True,0.0005,None,0.0038386228910661352,400,1.2312733326001721,1.3215147064099693
1,76,76,1,leaky ReLU,5000,1,0.008882248523151094,True,0.0005,L2,0.0069398505749972824,400,1.9134848301234744,1.9341771646006563
1,51,51,1,sig,5000,1,0.002237959603051856,True,0.0005,L2,0.003438142017458649,400,1.397789377963314,1.5227920810255204
1,51,51,1,sig,5000,1,0.00905959154230812,True,0.0005,None,0.0010029188316056069,400,1.1384552543121664,1.3001230972821682
1,77,77,1,sig,5000,1,0.0035336536210555645,True,0.0005,None,0.0066311397377854814,400,1.318543181471515,1.3746805965467066
1,58,58,1,sig,5000,1,0.003974584644364456,True,0.0005,L2,0.0012558183002522227,400,1.3342180088853581,1.3953501482424635
1,85,85,1,ReLU,5000,1,0.00790848836125147,True,0.0005,None,0.0037027730284726877,400,2.477045873500028,2.5190880099299537
1,33,33,1,ReLU,5000,1,0.0013807789451509434,True,0.0005,L1,0.001095369518257033,400,1.081578539558004,1.2720631616511913
1,83,83,1,leaky ReLU,5000,1,0.008455795766223753,True,0.0005,None,0.002759176275691208,400,1.429045630940394,1.3294145464908345
1,40,40,1,sig,5000,1,0.0015792505055629434,True,0.0005,L1,0.00155539461285309,400,1.3270392331244425,1.3836185538148165
1,12,12,1,ReLU,5000,1,0.006883124468180415,True,0.0005,L2,0.009707208525695378,400,12.16579937074831,12.28122355202141
1,100,100,1,ReLU,5000,1,0.006747131874139777,True,0.0005,L2,0.003921528489441058,400,1.1446027104253986,1.2822982323411947
1,98,98,1,leaky ReLU,5000,1,0.0018569902797511372,True,0.0005,L2,0.002126763401659827,400,1.1113395576329461,1.3395304900510436
1,16,16,1,sig,5000,1,0.0023846811649658557,True,0.0005,L2,0.0055635537274119,400,1.434470832848123,1.55629394985783
1,99,99,1,ReLU,5000,1,0.008899404807004522,True,0.0005,L1,0.0026227926800592226,400,2.8946981261058533,2.1213401429189656
1,41,41,1,leaky ReLU,5000,1,0.003662782006924748,True,0.0005,L1,0.007877751998875988,400,1.1967564459287288,1.3743345237679496
1,95,95,1,ReLU,5000,1,0.004941328822772311,True,0.0005,None,0.009349331674111908,400,0.9921482131333232,1.2400593441437335
1,50,50,1,ReLU,5000,1,0.002600843977165337,True,0.0005,None,0.0023224279958627986,400,1.0249212191405404,1.2350538336760948
1,24,24,1,sig,5000,1,0.009378585565311681,True,0.0005,None,0.005058153245734689,400,1.1889085788848743,1.3577199345965372
1,23,23,1,ReLU,5000,1,0.005155727045911067,True,0.0005,L2,0.003129155981910372,400,1.288154413659306,1.3478761086930109
1,85,85,1,leaky ReLU,5000,1,0.0071774240355824874,True,0.0005,None,0.0036805145136642463,400,1.63127030697187,1.4932613295023807
1,52,52,1,sig,5000,1,0.006160255895947225,True,0.0005,L2,0.003016703029749402,400,1.3736550310369215,1.450045597972622
1,68,68,1,ReLU,5000,1,0.006669240703481582,True,0.0005,None,0.004930054243403167,400,1.241932260221695,1.3161053689051851
1,71,71,1,leaky ReLU,5000,1,0.0031558899693478804,True,0.0005,L2,0.009027879051409376,400,1.1506988314099162,1.3002467004335283
1,70,70,1,leaky ReLU,5000,1,0.007924779971164718,True,0.0005,None,0.0018566651538128043,400,1.6832693384356165,1.6124703436228582
1,63,63,1,ReLU,5000,1,0.0020571906364948065,True,0.0005,L2,0.0013111067431493656,400,1.1415234022126182,1.3358999863550998
1,77,77,1,sig,5000,1,0.0018702324174752548,True,0.0005,L2,0.008707093430408496,400,2.0286841067722317,1.9070540064414843
1,81,81,1,ReLU,5000,1,0.009054210844661025,True,0.0005,L2,0.002121084756552141,400,5.831259696635683,3.713026672377443
1,5,5,1,leaky ReLU,5000,1,0.00983734564114137,True,0.0005,None,0.004732201840549823,400,1.4286340594443816,1.4246381905095236
1,79,79,1,leaky ReLU,5000,1,0.0030882334686366097,True,0.0005,L1,0.008994652782776055,400,1.4657394794522671,1.4113162819451182
1,47,47,1,sig,5000,1,0.009018524219722105,True,0.0005,None,0.004154838564774202,400,1.1171907160895036,1.280042164917658
1,30,30,1,leaky ReLU,5000,1,0.002062436744889512,True,0.0005,L2,0.002089170452323335,400,1.1808019324873613,1.3280081694486507
1,28,28,1,ReLU,5000,1,0.0022767198734529193,True,0.0005,L2,0.003230496540311341,400,1.1429638580908734,1.2899951653324002
1,91,91,1,leaky ReLU,5000,1,0.0015995283586969482,True,0.0005,L2,0.0031494795643294137,400,1.1543998991254678,1.3469785410054516
1,6,6,1,leaky ReLU,5000,1,0.0014336828387810138,True,0.0005,None,0.006996044305141494,400,1.4438758486759506,1.4737734926527268
1,72,72,1,leaky ReLU,5000,1,0.0037253432391904117,True,0.0005,None,0.006914286913639499,400,0.9583649361140404,1.2528864770817536
1,30,30,1,ReLU,5000,1,0.007942647592726166,True,0.0005,None,0.002388152086312773,400,2.5310257391021946,2.9166031121551885
1,54,54,1,sig,5000,1,0.005786325789779952,True,0.0005,L2,0.005498670881211276,400,1.4740847385702796,1.5632068002478166
1,94,94,1,ReLU,5000,1,0.0021545806841290925,True,0.0005,None,0.00731879973436112,400,0.9144245668556722,1.2387017550431905
1,67,67,1,sig,5000,1,0.008438029213452772,True,0.0005,L1,0.004377023252244921,400,3.6071880882033547,3.5653968552517337
1,82,82,1,leaky ReLU,5000,1,0.00105949351188867,True,0.0005,None,0.00997193003090453,400,1.1764163765092897,1.2824834194540857
1,39,39,1,sig,5000,1,0.0018484543552841834,True,0.0005,L2,0.006035224834805399,400,1.4957866931992925,1.627961609790248
1,50,50,1,ReLU,5000,1,0.0046706235735958,True,0.0005,L2,0.004646268823970389,400,1.1141800774662287,1.2714322849934392
1,43,43,1,leaky ReLU,5000,1,0.007556760370718462,True,0.0005,L2,0.00681989929814779,400,1.6841148784358675,1.340584309917125
1,25,25,1,ReLU,5000,1,0.004769848361741115,True,0.0005,L1,0.004928690593700953,400,1.213729607146534,1.2293745046769922
1,43,43,1,leaky ReLU,5000,1,0.004345128419177868,True,0.0005,L2,0.008574788662611629,400,1.2161401329540087,1.3735941371203506
1,10,10,1,ReLU,5000,1,0.0018212711605310131,True,0.0005,None,0.005579373290749333,400,1.2778180226093496,1.520952969384746
1,76,76,1,leaky ReLU,5000,1,0.004193356389993073,True,0.0005,L2,0.008445328631718825,400,1.0658880086118443,1.2856228644001835
1,98,98,1,leaky ReLU,5000,1,0.00639697293742232,True,0.0005,L1,0.0019042948600874934,400,1.3682052712397794,1.3909309702780654
1,49,49,1,leaky ReLU,5000,1,0.009278273850399942,True,0.0005,None,0.0027870823772844213,400,1.019908342656023,1.3513306127226206
1,89,89,1,ReLU,5000,1,0.004734307708080698,True,0.0005,None,0.008507904998909795,400,1.1222520291505065,1.2384225177124106
1,99,99,1,ReLU,5000,1,0.0013480434226813822,True,0.0005,L1,0.009243088053733077,400,1.326888268120323,1.5789793355508766
1,31,31,1,ReLU,5000,1,0.0027807521629043363,True,0.0005,L2,0.008678015837820373,400,1.2763231527484453,1.414582013277216
1,90,90,1,sig,5000,1,0.004417094447300485,True,0.0005,L1,0.0068251654114522085,400,3.5957098213823766,3.57905587425413
1,100,100,1,sig,5000,1,0.006172538237659218,True,0.0005,None,0.0029584470650648557,400,1.2585547654333382,1.330405371447513
1,62,62,1,ReLU,5000,1,0.0030424854896617527,True,0.0005,None,0.0013763308743194643,400,0.9841008290129021,1.279725525517283
1,91,91,1,leaky ReLU,5000,1,0.0028853599826689858,True,0.0005,None,0.0027730212010325696,400,1.0432044030438195,1.341824762284518
1,25,25,1,leaky ReLU,5000,1,0.006435691457224195,True,0.0005,None,0.0032361475356022487,400,1.1936227960726598,1.2867229270299596
1,83,83,1,sig,5000,1,0.007786124831186856,True,0.0005,L1,0.0026123366513610743,400,3.305628689046402,3.5536450316834145
1,33,33,1,ReLU,5000,1,0.006796940783166102,True,0.0005,L2,0.0028103297270717976,400,1.1962043801344968,1.323290098449171
1,95,95,1,leaky ReLU,5000,1,0.007969752888925721,True,0.0005,L2,0.003261078163701053,400,1.7637618828950161,1.7074974075232532
1,73,73,1,sig,5000,1,0.002746473140032321,True,0.0005,L1,0.003737011852342463,400,2.008679745441287,2.309978376485134
